session_id,station_id,city,charger_type,operator,start_time,end_time,duration_hrs,energy_kwh,vehicle_type,day_of_week,hour,is_weekend,wait_time_mins,revenue_inr,user_segment
SES008797,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-03-14 12:40:00,2025-03-14 13:07:00,0.45,67.24,Tata Tigor EV,Friday,12,False,17.4,1630.57,Weekend User
SES008798,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-08 10:42:00,2025-03-08 12:48:00,2.1,12.16,Ather 450X,Saturday,10,True,15.7,171.94,Daily Commuter
SES008799,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-16 21:04:00,2025-03-16 23:26:48,2.38,15.85,Tata Nexon EV,Sunday,21,True,25.7,199.08,Fleet Driver
SES008800,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-28 08:34:00,2025-03-28 10:19:00,1.75,11.41,BYD Atto 3,Friday,8,False,17.3,145.25,Daily Commuter
SES008801,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-05 11:50:00,2025-01-05 13:29:00,1.65,11.35,Ather 450X,Sunday,11,True,10.8,145.85,Weekend User
SES008802,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-01-13 20:07:00,2025-01-13 22:52:00,2.75,16.26,BYD Atto 3,Monday,20,False,21.2,179.67,Daily Commuter
SES008803,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-19 12:37:00,2025-03-19 14:21:24,1.74,12.07,BMW iX,Wednesday,12,False,10.6,152.32,Daily Commuter
SES008804,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-13 15:22:00,2025-02-13 17:38:48,2.28,14.97,Ola S1 Pro,Thursday,15,False,19.1,206.89,Fleet Driver
SES008805,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-28 10:11:00,2025-01-28 11:33:12,1.37,9.24,BYD Atto 3,Tuesday,10,False,14.2,116.42,Fleet Driver
SES008806,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-02-06 09:50:00,2025-02-06 10:35:36,0.76,4.99,BYD Atto 3,Thursday,9,False,9.1,55.14,Intercity Traveller
SES008807,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-22 08:29:00,2025-01-22 08:59:00,0.5,20.64,BMW iX,Wednesday,8,False,28.0,416.31,Weekend User
SES008808,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-06 16:46:00,2025-03-06 19:41:12,2.92,20.71,Ola S1 Pro,Thursday,16,False,12.2,256.39,Daily Commuter
SES008809,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-20 04:31:00,2025-02-20 06:52:36,2.36,15.19,BYD Atto 3,Thursday,4,False,0.0,175.9,Fleet Driver
SES008810,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-09 13:13:00,2025-03-09 14:46:36,1.56,11.11,Kia EV6,Sunday,13,True,12.5,143.21,Daily Commuter
SES008811,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-14 06:13:00,2025-01-14 07:49:36,1.61,10.31,Tata Tigor EV,Tuesday,6,False,0.0,128.98,Daily Commuter
SES008812,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-03-16 08:13:00,2025-03-16 08:46:36,0.56,11.13,Tata Tigor EV,Sunday,8,True,12.3,175.97,Weekend User
SES008813,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-22 08:29:00,2025-01-22 10:14:36,1.76,11.74,Tata Nexon EV,Wednesday,8,False,24.0,144.99,Daily Commuter
SES008814,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-03-09 19:25:00,2025-03-09 21:51:24,2.44,17.02,Hyundai Kona Electric,Sunday,19,True,21.1,213.09,Daily Commuter
SES008815,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-12 18:25:00,2025-03-12 20:17:12,1.87,11.6,Mahindra XUV400,Wednesday,18,False,16.7,143.26,Daily Commuter
SES008816,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-15 21:45:00,2025-01-15 23:52:48,2.13,11.85,MG ZS EV,Wednesday,21,False,10.3,149.31,Daily Commuter
SES008817,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-02-16 11:19:00,2025-02-16 11:44:12,0.42,56.05,BMW iX,Sunday,11,True,0.0,1368.74,Daily Commuter
SES008818,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-26 17:30:00,2025-03-26 19:25:12,1.92,11.23,MG ZS EV,Wednesday,17,False,10.3,150.48,Weekend User
SES008819,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-02-08 17:04:00,2025-02-08 17:17:48,0.23,28.37,BMW iX,Saturday,17,True,16.4,647.4,Fleet Driver
SES008820,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-05 11:42:00,2025-01-05 12:40:48,0.98,19.25,Tata Nexon EV,Sunday,11,True,20.2,311.66,Daily Commuter
SES008821,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-20 20:42:00,2025-03-20 21:15:36,0.56,23.15,Tata Tigor EV,Thursday,20,False,27.1,428.51,Daily Commuter
SES008822,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-01-11 15:02:00,2025-01-11 15:33:12,0.52,24.42,Ola S1 Pro,Saturday,15,True,14.1,452.01,Daily Commuter
SES008823,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-03-01 20:10:00,2025-03-01 21:14:48,1.08,18.14,Mahindra XUV400,Saturday,20,True,17.3,262.3,Intercity Traveller
SES008824,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-01-05 12:13:00,2025-01-05 12:36:24,0.39,15.05,Hyundai Kona Electric,Sunday,12,True,19.3,298.59,Daily Commuter
SES008825,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-27 20:48:00,2025-02-27 21:25:48,0.63,29.17,Ola S1 Pro,Thursday,20,False,21.6,588.36,Fleet Driver
SES008826,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-20 00:34:00,2025-02-20 01:02:48,0.48,21.37,Tata Tigor EV,Thursday,0,False,4.2,395.56,Weekend User
SES008827,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-11 15:02:00,2025-01-11 17:10:24,2.14,15.75,Tata Tigor EV,Saturday,15,True,11.1,203.02,Fleet Driver
SES008828,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-01-31 09:11:00,2025-01-31 09:34:24,0.39,18.35,BYD Atto 3,Friday,9,False,13.6,330.12,Fleet Driver
SES008829,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-15 07:31:00,2025-01-15 08:38:47,1.13,23.72,MG ZS EV,Wednesday,7,False,9.8,351.06,Daily Commuter
SES008830,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-19 19:43:00,2025-03-19 20:05:48,0.38,55.66,BMW iX,Wednesday,19,False,16.5,1351.98,Daily Commuter
SES008831,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-18 11:08:00,2025-03-18 11:39:48,0.53,20.33,Hyundai Kona Electric,Tuesday,11,False,15.1,376.31,Weekend User
SES008832,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-19 08:22:00,2025-03-19 11:22:00,3.0,18.94,Ola S1 Pro,Wednesday,8,False,19.8,261.75,Daily Commuter
SES008833,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-02-26 12:55:00,2025-02-26 13:42:24,0.79,4.73,Mahindra XUV400,Wednesday,12,False,18.4,58.42,Daily Commuter
SES008834,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-02-21 12:31:00,2025-02-21 12:53:12,0.37,14.44,Ola S1 Pro,Friday,12,False,16.5,282.01,Weekend User
SES008835,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-02-16 20:57:00,2025-02-16 22:09:00,1.2,24.2,Ather 450X,Sunday,20,True,22.7,340.74,Daily Commuter
SES008836,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-01-02 15:35:00,2025-01-02 16:12:48,0.63,13.6,Ola S1 Pro,Thursday,15,False,7.1,197.61,Daily Commuter
SES008837,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-26 18:51:00,2025-01-26 20:03:00,1.2,6.84,Kia EV6,Sunday,18,True,12.7,84.06,Daily Commuter
SES008838,STA030,Mumbai,DC CCS2 (150 kW),NTPC Vidyut,2025-03-23 08:53:00,2025-03-23 09:14:36,0.36,49.77,Hyundai Kona Electric,Sunday,8,True,14.3,1091.95,Weekend User
SES008839,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-02-23 14:24:00,2025-02-23 16:15:00,1.85,12.53,Tata Nexon EV,Sunday,14,True,9.7,156.88,Intercity Traveller
SES008840,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-03 14:23:00,2025-01-03 17:19:24,2.94,20.77,Ather 450X,Friday,14,False,10.6,266.89,Daily Commuter
SES008841,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-07 09:09:00,2025-01-07 10:04:12,0.92,5.87,Tata Tigor EV,Tuesday,9,False,8.3,72.49,Daily Commuter
SES008842,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-01-26 17:42:00,2025-01-26 18:16:12,0.57,25.18,Ola S1 Pro,Sunday,17,True,15.5,468.6,Intercity Traveller
SES008843,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-01 17:35:00,2025-01-01 18:48:12,1.22,7.09,Ather 450X,Wednesday,17,False,9.1,88.7,Intercity Traveller
SES008844,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-12 11:43:00,2025-01-12 11:59:12,0.27,37.85,BYD Atto 3,Sunday,11,True,17.6,917.86,Daily Commuter
SES008845,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-01-23 15:36:00,2025-01-23 16:50:24,1.24,22.35,Hyundai Kona Electric,Thursday,15,False,11.9,324.75,Fleet Driver
SES008846,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-03-29 13:46:00,2025-03-29 15:17:48,1.53,9.7,BMW iX,Saturday,13,True,16.8,107.19,Daily Commuter
SES008847,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-15 11:10:00,2025-03-15 12:23:48,1.23,21.73,Mahindra XUV400,Saturday,11,True,22.6,321.6,Fleet Driver
SES008848,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-01-17 17:46:00,2025-01-17 18:07:36,0.36,48.71,Ather 450X,Friday,17,False,10.9,1111.56,Weekend User
SES008849,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-03-15 20:32:00,2025-03-15 21:35:00,1.05,18.48,Ola S1 Pro,Saturday,20,True,23.3,268.51,Daily Commuter
SES008850,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-02 09:58:00,2025-03-02 11:14:48,1.28,25.72,BMW iX,Sunday,9,True,1.9,380.66,Fleet Driver
SES008851,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-20 15:40:00,2025-03-20 17:22:36,1.71,12.57,Mahindra XUV400,Thursday,15,False,9.1,162.03,Weekend User
SES008852,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-03-27 15:37:00,2025-03-27 16:05:12,0.47,18.97,Tata Nexon EV,Thursday,15,False,8.8,353.03,Intercity Traveller
SES008853,STA001,Bengaluru,DC CCS2 (50 kW),NTPC Vidyut,2025-03-13 19:16:00,2025-03-13 19:51:24,0.59,22.42,Ather 450X,Thursday,19,False,17.2,454.23,Daily Commuter
SES008854,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-23 13:17:00,2025-01-23 15:34:24,2.29,16.42,Tata Tigor EV,Thursday,13,False,8.7,190.14,Fleet Driver
SES008855,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-24 14:38:00,2025-01-24 15:18:12,0.67,26.65,Mahindra XUV400,Friday,14,False,8.7,537.53,Intercity Traveller
SES008856,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-18 17:45:00,2025-01-18 19:12:00,1.45,10.21,Hyundai Kona Electric,Saturday,17,True,13.3,125.28,Daily Commuter
SES008857,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-19 07:20:00,2025-01-19 07:51:12,0.52,20.47,Ather 450X,Sunday,7,True,2.2,359.45,Daily Commuter
SES008858,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-07 19:25:00,2025-01-07 20:18:24,0.89,17.07,BMW iX,Tuesday,19,False,18.6,246.83,Daily Commuter
SES008859,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-24 16:58:00,2025-01-24 18:30:24,1.54,11.22,Tata Tigor EV,Friday,16,False,16.9,155.51,Daily Commuter
SES008860,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-03-27 13:52:00,2025-03-27 16:19:36,2.46,16.66,MG ZS EV,Thursday,13,False,14.1,184.09,Daily Commuter
SES008861,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-11 13:49:00,2025-03-11 14:10:00,0.35,39.4,BMW iX,Tuesday,13,False,5.1,851.04,Fleet Driver
SES008862,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-14 09:37:00,2025-01-14 10:37:36,1.01,6.44,Tata Nexon EV,Tuesday,9,False,20.2,82.75,Weekend User
SES008863,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-02-13 20:20:00,2025-02-13 22:44:00,2.4,17.59,BMW iX,Thursday,20,False,22.7,204.75,Daily Commuter
SES008864,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-09 21:30:00,2025-02-10 00:10:12,2.67,16.47,MG ZS EV,Sunday,21,True,5.1,232.89,Intercity Traveller
SES008865,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-01-28 21:08:00,2025-01-28 22:12:12,1.07,6.5,BYD Atto 3,Tuesday,21,False,13.9,81.38,Daily Commuter
SES008866,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-15 08:45:00,2025-03-15 11:24:36,2.66,19.38,Ola S1 Pro,Saturday,8,True,7.0,243.41,Weekend User
SES008867,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-12 21:55:00,2025-02-12 23:37:36,1.71,12.44,Mahindra XUV400,Wednesday,21,False,14.6,166.7,Weekend User
SES008868,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-25 17:42:00,2025-02-25 19:09:00,1.45,27.99,Tata Tigor EV,Tuesday,17,False,11.7,387.66,Weekend User
SES008869,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-01-09 22:29:00,2025-01-09 22:53:36,0.41,17.88,Mahindra XUV400,Thursday,22,False,13.9,304.14,Fleet Driver
SES008870,STA047,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-02-16 12:39:00,2025-02-16 15:20:24,2.69,17.76,BMW iX,Sunday,12,True,18.5,229.46,Daily Commuter
SES008871,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-18 12:52:00,2025-03-18 15:34:00,2.7,17.53,BYD Atto 3,Tuesday,12,False,23.0,225.26,Daily Commuter
SES008872,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-24 08:24:00,2025-01-24 08:54:36,0.51,19.59,Ola S1 Pro,Friday,8,False,19.9,395.13,Intercity Traveller
SES008873,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-03-15 19:22:00,2025-03-15 20:54:24,1.54,10.32,Ola S1 Pro,Saturday,19,True,18.0,114.04,Daily Commuter
SES008874,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-27 00:17:00,2025-03-27 01:41:36,1.41,7.91,Ola S1 Pro,Thursday,0,False,1.3,97.21,Weekend User
SES008875,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-07 17:54:00,2025-02-07 20:19:12,2.42,14.59,Mahindra XUV400,Friday,17,False,14.9,187.48,Daily Commuter
SES008876,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-03-05 14:48:00,2025-03-05 15:28:48,0.68,25.67,Ola S1 Pro,Wednesday,14,False,7.4,517.76,Daily Commuter
SES008877,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-01-19 07:11:00,2025-01-19 07:36:48,0.43,21.21,Hyundai Kona Electric,Sunday,7,True,12.0,381.57,Weekend User
SES008878,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-01-14 20:50:00,2025-01-14 21:36:12,0.77,13.63,BYD Atto 3,Tuesday,20,False,18.2,178.96,Daily Commuter
SES008879,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-03-07 07:46:00,2025-03-07 08:11:12,0.42,16.2,BMW iX,Friday,7,False,11.2,275.56,Daily Commuter
SES008880,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-01-30 10:13:00,2025-01-30 12:49:36,2.61,15.49,Tata Tigor EV,Thursday,10,False,15.7,194.55,Daily Commuter
SES008881,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-26 09:59:00,2025-03-26 10:52:24,0.89,17.82,Ather 450X,Wednesday,9,False,15.8,288.51,Fleet Driver
SES008882,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-11 01:47:00,2025-02-11 04:25:24,2.64,16.97,Hyundai Kona Electric,Tuesday,1,False,6.2,208.56,Intercity Traveller
SES008883,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-01-04 11:13:00,2025-01-04 11:38:12,0.42,62.68,Tata Tigor EV,Saturday,11,True,23.0,1430.36,Daily Commuter
SES008884,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-01-28 11:27:00,2025-01-28 11:54:36,0.46,58.82,Ola S1 Pro,Tuesday,11,False,13.7,1342.27,Weekend User
SES008885,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-09 18:04:00,2025-01-09 18:59:12,0.92,17.85,MG ZS EV,Thursday,18,False,18.0,258.11,Weekend User
SES008886,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-18 09:51:00,2025-02-18 11:15:00,1.4,10.17,Tata Tigor EV,Tuesday,9,False,12.0,124.99,Daily Commuter
SES008887,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-03-22 07:22:00,2025-03-22 07:44:12,0.37,16.0,Ather 450X,Saturday,7,True,12.7,272.16,Daily Commuter
SES008888,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-03-23 16:57:00,2025-03-23 17:24:00,0.45,18.94,Ola S1 Pro,Sunday,16,True,19.3,369.9,Daily Commuter
SES008889,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-02-22 15:09:00,2025-02-22 16:06:00,0.95,6.65,Hyundai Kona Electric,Saturday,15,True,15.9,73.48,Daily Commuter
SES008890,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-03-11 08:41:00,2025-03-11 09:32:36,0.86,16.39,Ola S1 Pro,Tuesday,8,False,10.9,215.2,Daily Commuter
SES008891,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-12 18:11:00,2025-03-12 20:11:00,2.0,14.07,Ola S1 Pro,Wednesday,18,False,15.7,174.61,Daily Commuter
SES008892,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-16 18:26:00,2025-01-16 19:28:24,1.04,5.92,MG ZS EV,Thursday,18,False,11.4,75.36,Fleet Driver
SES008893,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-26 18:05:00,2025-03-26 20:11:36,2.11,12.45,Hyundai Kona Electric,Wednesday,18,False,12.5,159.98,Daily Commuter
SES008894,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-02-07 17:12:00,2025-02-07 17:25:12,0.22,25.74,Ola S1 Pro,Friday,17,False,13.5,624.19,Daily Commuter
SES008895,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-02-23 12:12:00,2025-02-23 13:10:12,0.97,19.57,Kia EV6,Sunday,12,True,11.2,284.35,Weekend User
SES008896,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-01-15 20:26:00,2025-01-15 20:49:24,0.39,49.8,Ola S1 Pro,Wednesday,20,False,20.9,1209.64,Fleet Driver
SES008897,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-01-11 13:27:00,2025-01-11 14:24:36,0.96,20.07,Tata Tigor EV,Saturday,13,True,8.5,282.59,Daily Commuter
SES008898,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-29 14:01:00,2025-01-29 16:44:12,2.72,16.16,Ather 450X,Wednesday,14,False,8.9,199.58,Daily Commuter
SES008899,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-11 08:44:00,2025-01-11 09:11:00,0.45,20.85,Tata Nexon EV,Saturday,8,True,22.1,420.54,Daily Commuter
SES008900,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-17 22:51:00,2025-02-18 00:00:36,1.16,7.19,MG ZS EV,Monday,22,False,14.1,101.67,Intercity Traveller
SES008901,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-03-09 19:38:00,2025-03-09 20:00:48,0.38,16.82,Tata Nexon EV,Sunday,19,True,25.1,324.96,Fleet Driver
SES008902,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-02-19 17:28:00,2025-02-19 17:40:00,0.2,22.95,BMW iX,Wednesday,17,False,7.4,560.44,Daily Commuter
SES008903,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-01-19 20:17:00,2025-01-19 22:00:12,1.72,12.59,Mahindra XUV400,Sunday,20,True,16.2,158.13,Daily Commuter
SES008904,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-01-26 06:48:00,2025-01-26 07:05:24,0.29,39.97,Mahindra XUV400,Sunday,6,True,3.5,888.13,Weekend User
SES008905,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-12 21:40:00,2025-03-12 22:43:00,1.05,6.41,Kia EV6,Wednesday,21,False,15.8,88.84,Daily Commuter
SES008906,STA001,Bengaluru,DC CCS2 (50 kW),NTPC Vidyut,2025-02-03 15:16:00,2025-02-03 15:41:12,0.42,16.23,MG ZS EV,Monday,15,False,6.6,328.82,Fleet Driver
SES008907,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-19 16:22:00,2025-01-19 18:02:48,1.68,10.42,MG ZS EV,Sunday,16,True,19.2,144.0,Intercity Traveller
SES008908,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-12 12:00:00,2025-02-12 12:22:48,0.38,18.01,MG ZS EV,Wednesday,12,False,17.2,363.26,Daily Commuter
SES008909,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-02-07 19:34:00,2025-02-07 20:22:36,0.81,5.16,Ola S1 Pro,Friday,19,False,22.6,60.06,Daily Commuter
SES008910,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-03-19 21:08:00,2025-03-19 23:10:24,2.04,11.92,BYD Atto 3,Wednesday,21,False,16.5,138.75,Daily Commuter
SES008911,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-02-14 13:52:00,2025-02-14 14:53:12,1.02,19.05,Tata Nexon EV,Friday,13,False,6.0,250.13,Intercity Traveller
SES008912,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-12 10:22:00,2025-01-12 12:14:48,1.88,10.96,Tata Nexon EV,Sunday,10,True,10.5,136.01,Fleet Driver
SES008913,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-02-20 09:43:00,2025-02-20 10:08:12,0.42,56.6,Ather 450X,Thursday,9,False,6.3,1291.61,Intercity Traveller
SES008914,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-24 11:32:00,2025-03-24 11:53:00,0.35,15.89,Hyundai Kona Electric,Monday,11,False,16.9,294.12,Daily Commuter
SES008915,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-27 08:39:00,2025-01-27 09:08:24,0.49,23.93,BYD Atto 3,Monday,8,False,20.6,420.21,Intercity Traveller
SES008916,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-02-09 09:22:00,2025-02-09 10:44:12,1.37,23.36,Tata Tigor EV,Sunday,9,True,9.0,369.32,Fleet Driver
SES008917,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-01-14 21:29:00,2025-01-14 21:54:48,0.43,16.25,BYD Atto 3,Tuesday,21,False,12.8,276.41,Daily Commuter
SES008918,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-07 12:59:00,2025-03-07 14:50:36,1.86,13.03,BMW iX,Friday,12,False,20.7,161.31,Daily Commuter
SES008919,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-02-12 19:44:00,2025-02-12 20:16:24,0.54,23.15,Ather 450X,Wednesday,19,False,20.2,406.51,Intercity Traveller
SES008920,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-22 09:25:00,2025-02-22 10:26:48,1.03,7.17,BYD Atto 3,Saturday,9,True,12.8,90.34,Daily Commuter
SES008921,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-01 19:51:00,2025-03-01 21:10:48,1.33,9.04,Ather 450X,Saturday,19,True,26.2,125.29,Weekend User
SES008922,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-13 17:21:00,2025-02-13 18:42:00,1.35,8.16,Ather 450X,Thursday,17,False,20.8,115.38,Fleet Driver
SES008923,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-02-17 20:27:00,2025-02-17 21:08:24,0.69,25.99,Kia EV6,Monday,20,False,21.1,467.56,Fleet Driver
SES008924,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-03-06 19:08:00,2025-03-06 20:27:12,1.32,24.38,Kia EV6,Thursday,19,False,14.1,352.53,Daily Commuter
SES008925,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-01-08 17:46:00,2025-01-08 18:10:00,0.4,53.36,Hyundai Kona Electric,Wednesday,17,False,13.9,1296.11,Intercity Traveller
SES008926,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-02-11 18:17:00,2025-02-11 18:43:24,0.44,65.88,BMW iX,Tuesday,18,False,14.9,1597.59,Daily Commuter
SES008927,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-20 11:14:00,2025-03-20 12:03:12,0.82,5.55,BMW iX,Thursday,11,False,11.3,69.71,Fleet Driver
